brand,product,url,description,imgSrc,imgAlt,name,colorspace,hex,Hue,Saturation,Value
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Fair Porcelain  selected,https://images.ulta.com/is/image/Ulta/2537771sw?$tn$,Fair Porcelain,Fair Porcelain,RGB,#F5EFE6,25,15,0.9607843137254902
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Porcelain,https://images.ulta.com/is/image/Ulta/2537777sw?$50px$,Porcelain,Porcelain,RGB,#F7EEE3,23,20,0.9686274509803922
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Natural Ivory,https://images.ulta.com/is/image/Ulta/2537775sw?$50px$,Natural Ivory,Natural Ivory,RGB,#F3E6D9,21,27,0.9529411764705882
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Classic Ivory,https://images.ulta.com/is/image/Ulta/2537780sw?$50px$,Classic Ivory,Classic Ivory,RGB,#F1E6D4,26,30,0.9450980392156862
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Buff Beige,https://images.ulta.com/is/image/Ulta/2537779sw?$50px$,Buff Beige,Buff Beige,RGB,#F4E6D9,20,28,0.9568627450980391
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Natural Beige,https://images.ulta.com/is/image/Ulta/2537778sw?$50px$,Natural Beige,Natural Beige,RGB,#EBD7B4,27,59,0.9215686274509804
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Golden,https://images.ulta.com/is/image/Ulta/2537791sw?$50px$,Golden,Golden,RGB,#E3B98E,21,95,0.8901960784313725
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Honey,https://images.ulta.com/is/image/Ulta/2537787sw?$50px$,Honey,Honey,RGB,#E9CA9E,24,82,0.9137254901960784
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Golden Caramel,https://images.ulta.com/is/image/Ulta/2537784sw?$50px$,Golden Caramel,Golden Caramel,RGB,#E0BA83,25,105,0.8784313725490196
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Coconut,https://images.ulta.com/is/image/Ulta/2537782sw?$50px$,Coconut,Coconut,RGB,#C69975,18,104,0.7764705882352941
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Truffle,https://images.ulta.com/is/image/Ulta/2537792sw?$50px$,Truffle,Truffle,RGB,#9B7355,18,115,0.6078431372549019
Maybelline,SuperStay Full Coverage Powder Foundation,https://www.ulta.com/superstay-full-coverage-powder-foundation?productId=pimprod2002809,Java,https://images.ulta.com/is/image/Ulta/2537795sw?$50px$,Java,Java,RGB,#836355,12,89,0.5137254901960784
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Porcelain  selected,https://images.ulta.com/is/image/Ulta/2225221?$tn$,Porcelain,Porcelain,RGB,#FDFBF9,21,4,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Fair Porcelain OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2537804sw?$50px$,Fair Porcelain,Fair Porcelain,RGB,#EFC8A1,21,83,0.9372549019607844
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Fair Ivory OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2537805sw?$50px$,Fair Ivory,Fair Ivory,RGB,#EBBF96,20,92,0.9215686274509804
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Ivory,https://images.ulta.com/is/image/Ulta/2225222?$sm$,Ivory,Ivory,RGB,#FDFAF8,16,5,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Light Beige OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2537809sw?$50px$,Light Beige,Light Beige,RGB,#D2AD81,23,98,0.8235294117647058
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Classic Ivory,https://images.ulta.com/is/image/Ulta/2225223?$sm$,Classic Ivory,Classic Ivory,RGB,#FDFBF9,21,4,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Nude Beige,https://images.ulta.com/is/image/Ulta/2225224?$sm$,Nude Beige,Nude Beige,RGB,#FDFBFA,14,3,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Warm Nude OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2537806sw?$50px$,Warm Nude,Warm Nude,RGB,#CC9D69,22,123,0.8
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Buff Beige,https://images.ulta.com/is/image/Ulta/2225225?$sm$,Buff Beige,Buff Beige,RGB,#FCFBFA,21,2,0.9882352941176472
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Sandy Beige,https://images.ulta.com/is/image/Ulta/2225227?$sm$,Sandy Beige,Sandy Beige,RGB,#FDFCFB,21,2,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Natural Beige,https://images.ulta.com/is/image/Ulta/2225228?$sm$,Natural Beige,Natural Beige,RGB,#FDFCFB,21,2,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Medium Buff,https://images.ulta.com/is/image/Ulta/2225229?$sm$,Medium Buff,Medium Buff,RGB,#FDFCFB,21,2,0.992156862745098
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Soft Tan,https://images.ulta.com/is/image/Ulta/2537793sw?$50px$,Soft Tan,Soft Tan,RGB,#C59462,21,128,0.7725490196078432
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Natural Buff,https://images.ulta.com/is/image/Ulta/2225230?$sm$,Natural Buff,Natural Buff,RGB,#FDFCFB,21,2,0.992156862745098
