file,hsv_mean_h,hsv_mean_s,hsv_mean_v
datasets/gan/images/fTYcRoCbDGN44yjXKk7Irvzzi5J8Gm5b.jpeg,117.23909482450922,61.56935823914337,184.46116264128494
datasets/gan/images/cLMq1gFRQojfxiQjd0KA7QBpYaNifWf2.jpeg,110.79835812016657,53.69405829863177,211.8714212968471
datasets/gan/images/dG44BBAG5gz9zK42cSBDTEz36PLUeo3q.jpeg,114.28253848899465,97.41556026174896,159.0230224866151
datasets/gan/images/0x1H5qKhnzpVxWR45pVzw9MFSarnRR14.jpeg,113.53508625817966,115.21742867340869,169.19951647828674
datasets/gan/images/Lr3wGdlBO41hyl2KtSTNISerjnTGmURV.jpeg,109.63380654372398,113.55972778108269,199.14480904223677
datasets/gan/images/B1hwIeQFjmnncuylzR6zegEb66P8Ez5t.jpeg,112.79936989886971,92.77924378346222,181.665049851279
datasets/gan/images/3ulKQNXEhgxClTtC61CpY1dF0vDxPtcm.jpeg,109.83156406900655,91.87204187983343,182.04861582391433
datasets/gan/images/X9kJtfmdHYm16NhasI3Xyulp4CeRud3R.jpeg,109.20328471148126,94.31528471148125,197.4062467578822
datasets/gan/images/xMG74EvP8D50BnfY4KROxwg9jMT2zzqP.jpeg,112.62105794170137,101.05051088637715,155.30365925044617
datasets/gan/images/ErgFsYhHB13oaQPg5ZyFEa5GKcR28ykI.jpeg,113.64290303390838,81.71798976799523,145.38503462224867
datasets/gan/images/Cq9dL3NgHSQ4iZdLmKDc9sYR3NyhumtO.jpeg,111.51434717430101,87.66773491969066,187.4555259964307
datasets/gan/images/3slbBf8d41UKFSjDR1BrBG49kKEVYJAW.jpeg,112.01223747769185,111.71829149315883,225.98638715050566
datasets/gan/images/D17VxoSfoetzPCul8yXjjdPxIJaZXWcO.jpeg,112.27889684711481,110.44561951219512,169.58198500892325
datasets/gan/images/xs4CLDb3dxqtaPYBHHFKYbm2Et19AW01.jpeg,112.19585865556216,118.85711076740036,152.47828863771565
datasets/gan/images/O00pkwS8EN97JMI3lnNsLz40uSugzT2p.jpeg,113.86275312314099,75.74083807257585,187.4141268292683
datasets/gan/images/g43AjWzHvVk8laWTXfSnuXCMUIV5wLhW.jpeg,120.34414467578821,82.20400333135039,179.18306055919095
datasets/gan/images/yl9sBhxCOjto6di9kHu83VwZKEZ6lwRL.jpeg,111.35326305770374,80.87538655562166,205.9631238548483
datasets/gan/images/M1PKguU1qUyEVd0VYMsDXc4YqyWCYnPq.jpeg,115.19666864961333,110.35408256989886,130.01809113622843
datasets/gan/images/QBQkemYRfyn4ywDAmrbDzq0inndMIU9X.jpeg,113.5091997620464,103.12671219512195,159.45151029149315
datasets/gan/images/FW9acf92N5cuMVJ4KFerbwyNBVpjEs0z.jpeg,111.20763450327186,83.50199167162404,203.81488256989886
datasets/gan/images/V4dhXmWlaNH9mXhYcO75hc9HHEqyCLVx.jpeg,107.99509339678762,108.53928185603807,194.1498212968471
datasets/gan/images/txnTG05ewoIBwcfZ7Lz4U1NChxGcnMsP.jpeg,114.91180392623438,103.82270553242118,151.89606662700774
datasets/gan/images/tNHw1EbiL07ZBpnr5vI62g7desO5SMYh.jpeg,109.95533230220107,115.79837906008328,168.77171493158835
datasets/gan/images/hauVSqkece6OzqGexnkrXAC1TLIm0gsx.jpeg,120.12491612135634,70.82566472337894,162.59305936942297
datasets/gan/images/rluoZIXDFbXwqYJRlwtl6KorrWd0RzkA.jpeg,111.16972088042832,125.57381463414634,138.87708744794764
datasets/gan/images/rWRpV5BaOO1tSRomsP8MuXO1ocdRti0q.jpeg,116.86256561570494,62.74657656157049,122.42340226055919
datasets/gan/images/njj2dxGuh2IbU0hxpxfOUYozyezeJ2CU.jpeg,114.14775300416419,88.23534277215943,212.46761689470554
datasets/gan/images/ZbOXCi1AsUaJw5LZYcmu5plFcWpR7EFj.jpeg,115.75442331945271,86.86128161808448,211.8055785841761
datasets/gan/images/l7uL7Nn4pC0toOG2yRddWyylfe54Norm.jpeg,112.84049208804284,83.68138964901844,220.2751286139203
datasets/gan/images/OxxyfzGQlwGMEJ92Tpk1mNQmYDaVWbQM.jpeg,109.76351505056515,79.10419226650804,184.92754027364663
