file,hsv_mean_h,hsv_mean_s,hsv_mean_v
datasets/gan/images/58VjzmDAuYYiEQKJzGJpWIY6PMKuw8PL.jpeg,109.03755383700178,89.93398024985127,190.6109715645449
datasets/gan/images/QgzTjA2yo0PeCekSGus0Xkvn7gUvi84Q.jpeg,112.23874836406901,70.88321618084474,181.53898488994645
datasets/gan/images/7AN4NGk8Y21WSAAcD2FHHcv7sqvtxZjC.jpeg,113.42651564544914,85.83130707911957,195.2024290303391
datasets/gan/images/dn6TI1PNrbCSkSGVJmXB6nEfQxNKTZ0z.jpeg,115.2246253420583,102.61393837001785,143.5839209994051
datasets/gan/images/p9VQ64MHQRfWPf3HrtN858CWhAnbSjMi.jpeg,112.90420178465199,103.54995835812016,157.12853777513385
datasets/gan/images/dbXkRv7ZYsMq4vTRyibbZMkCRmKIq3Z3.jpeg,114.04704437834623,72.36585556216538,132.19524283164782
datasets/gan/images/IaAqsdG2gr8asJiTQG4G5LLcx5VYsEKR.jpeg,110.71265580011898,98.40718810232005,199.42598167757288
datasets/gan/images/4FHNKP2jZn8WQ5sVYkRwOGeLZml5s0gy.jpeg,114.06715336109458,75.91371612135633,134.45975871505055
datasets/gan/images/GboBH32y4TNzjEVPyTi3SXSQZY7vnc1x.jpeg,111.48021035098157,75.48097751338489,221.54170898274836
datasets/gan/images/VMB6vip8UEEfnpuw4zOQpqVK4YrvhClP.jpeg,112.75178774538965,105.40782201070792,118.07339155264724
datasets/gan/images/jynFjmNnDaomQci3WUmIwklTny6JdyMz.jpeg,110.52217870315289,154.39015252825698,184.98281879833434
datasets/gan/images/nVu99EPlptl1l2kkJVPXYcCtHhWh2AQz.jpeg,111.15990291493159,102.35278239143366,164.3758001189768
datasets/gan/images/7RAZqtJnfAJWWpDc9h5L9hcBjcWX4eOb.jpeg,109.81995954788816,122.94093039857228,206.92233384889946
datasets/gan/images/HmLfT8XkpA1cnfyqzYMqRaI6SGW7WHOV.jpeg,112.63791933372993,109.92881189767995,215.2904766210589
datasets/gan/images/4WBwFKEViROcSqVG0ThAOzm5t2ZCbX4H.jpeg,112.4081998810232,108.4182986317668,192.86627293277812
datasets/gan/images/ialok345i9iglHpLh57cIfgd58qmVhQf.jpeg,113.9322251041047,93.2196768590125,200.26666222486614
datasets/gan/images/t0Uz8rTXaFs6vvoHFPZhE8stLkhMC8DQ.jpeg,111.12162189173111,97.77037001784652,168.84956383105293
datasets/gan/images/R5mVPVf5oqt8QAg2O5eYVusLrBvwAEyf.jpeg,120.15558072575848,54.40580226055919,193.45103723973824
datasets/gan/images/GMoakQh4gwOQbKnWgKH1pWn1zojUIFKf.jpeg,112.75566067816776,84.06628816180844,197.12098893515764
datasets/gan/images/KgFki0DQlrEIOOI2oJTZLDhksQb9XyOW.jpeg,112.17094396192742,141.52668268887567,132.7998001189768
datasets/gan/images/ThnZ5aUnQGVQXkcoBdRwNPur65Rm0WWb.jpeg,107.50165853658537,118.62713146936348,178.7535733491969
datasets/gan/images/HYGG2ytHO2kq4On1huXX1q2F7Ovmut8w.jpeg,111.7842779298037,122.83316216537776,182.65461796549673
datasets/gan/images/1JjqXcW0PijR0uvZExdIw5yTl2EQx1jn.jpeg,112.09453515764426,139.6759738251041,185.84868435455087
datasets/gan/images/rK5aYisSkTi8SjRcInONAoLlYmAnmHRG.jpeg,114.49334443783462,98.34868578227245,208.07466222486616
datasets/gan/images/qJ8rNMu4lVWOPRTc6yADUR2jQlRE0gFP.jpeg,112.05800356930399,87.76221201665675,194.3708725758477
datasets/gan/images/J2KhVQQ1rizqRq3daR5phPOCqHd7uXfW.jpeg,107.49337775133849,110.00355693039857,235.02168233194527
datasets/gan/images/ZQqEMQuwbRaNKjfFRSEMXwo5LGLJSN0k.jpeg,109.69662914931588,92.52952671029149,161.8073042236764
datasets/gan/images/PrJ04iUv0wCa3xNqM3ii4YsL5oD5DLDt.jpeg,112.20326377156455,70.51484878048781,184.32652278405712
datasets/gan/images/w8cBvqju5GKb5aswoekIw0AXQEJWhleN.jpeg,112.57559547888162,73.29946365258775,176.39908245092207
datasets/gan/images/VQlivi70T3DSJ1MWbWSorLqh2am34phw.jpeg,114.18574467578821,93.63262058298632,171.85213658536586
datasets/gan/images/N0Kfa3H3HPaIZIbn1AirkP4k2NtaQqR2.jpeg,109.86517168352171,158.35722260559191,170.21491873884594
datasets/gan/images/iD0b8aVHoW8t4iHNxGWz2eSJaJK0B2Qs.jpeg,111.23544176085663,124.8485244497323,206.74410755502677
datasets/gan/images/UZpCnHBwJ1iGBfGIyrHeoFWPN6dUAJhR.jpeg,110.94996311719214,153.45249256395002,168.49357858417608
datasets/gan/images/fHZGVpIDRMoGqLxDINboRQ6WN06Iur5T.jpeg,107.68598976799524,102.22891516954193,175.69636454491373
datasets/gan/images/u7j0nCKN8YiftkVBE3G5g1F1OIsHEn5J.jpeg,111.49925615704937,96.39310600832837,165.61566781677573
datasets/gan/images/fj2xBkKzcKJrHk1VtBThyU1Ba6j2YCtx.jpeg,112.26833456276026,115.53400690065438,204.3570531826294
datasets/gan/images/zlIxGbHlnwx3lskXUMhJU9576v0o60BL.jpeg,114.36804378346223,94.38085520523498,184.64816656751933
datasets/gan/images/MGmWMzC6q8dcxDNQrZgmxAWuI4Td2ny8.jpeg,111.69258964901844,64.36583367043427,131.6208247471743
