file,hsv_mean_h,hsv_mean_s,hsv_mean_v
datasets/gan/images/KIptFxQOSqKLs9ANOllPDgOHYvmfJnz7.jpeg,109.89927709696609,96.02490612730517,195.52746793575253
datasets/gan/images/6Kp3pUp0KmkQApzRYV1NwRrGxWSu9YHY.jpeg,111.78021939321832,99.48666365258775,156.56863866745985
datasets/gan/images/v36HfpCvkEUoodhRaPiWXSmkhDNN29jo.jpeg,112.67903676383105,131.09674431885782,190.11971826293873
datasets/gan/images/LyxTwgpI7XAMdhijb5tv04jMCO0rr1Xs.jpeg,113.35810208209399,107.14062867340868,140.72697108863773
datasets/gan/images/5izlaikOTJxH0DrmDuZR8xtYerPIstO0.jpeg,110.37812064247471,101.34940535395597,197.21711457465796
datasets/gan/images/44R125fuvhkzcn0ZdGjEQmPEgfBcwXNg.jpeg,112.77047852468769,68.10324711481262,172.06160999405117
datasets/gan/images/6a88e8ho4efYgF47U93dGavJJ7js5XWh.jpeg,111.11015157644259,81.81178726948245,211.18201356335516
datasets/gan/images/eOFlycXQy2ADt2khbLMybyjMhrhB0e0V.jpeg,111.52420987507436,95.77344723378941,190.1260944675788
datasets/gan/images/O8RMwuLqAYYxXF3TP9PvrnfZuOqCBTP8.jpeg,111.72151624033313,82.2989734681737,176.9342515169542
datasets/gan/images/kzEEd7AUse5Arb0oup9q47PugVlFCr4j.jpeg,116.16318762641285,107.68295919095776,156.9467212373587
datasets/gan/images/jErKLKPMuhnYcpEz6WtVxCPEcD4hDH1R.jpeg,111.39056180844736,109.6596235574063,202.5959538370018
datasets/gan/images/1VXSclZNaoZGAWqzL5g8QHOddJCrXiAw.jpeg,110.4109487209994,127.24030743604997,173.48742320047592
datasets/gan/images/bUeLCy2UEKPZK9Vf8roazNAV9CvgCBeF.jpeg,114.13149411064842,95.31050755502677,178.04183509815587
datasets/gan/images/8dKwvDf9J7FPCkY5qTX5IGnM8RMxpDwp.jpeg,109.95110148721,94.16427840571089,201.80533396787627
datasets/gan/images/YgZ5GkY4vuC4jGy6KBEgwyoqbexUyJJD.jpeg,110.66089708506841,119.27627935752528,138.29649208804284
datasets/gan/images/0WVhA7Wn0IL7Oh1aQkpY6uHoSy4tVP3N.jpeg,111.05233361094587,78.43929089827483,185.55074074955382
datasets/gan/images/SqNbGk4VnXr69qzlpsSPai2M9w65CFxe.jpeg,126.93191957168352,58.63003926234384,135.97550886377155
datasets/gan/images/2JNhlunqz1nTUmHxfu6DpyQ3VaT1T70j.jpeg,111.28040261748959,106.12770398572279,195.89231647828674
datasets/gan/images/3aWTenfsNkfkzpFMdDKonJnxCAJ8LYhe.jpeg,108.8710738845925,133.2312566329566,196.29633218322428
datasets/gan/images/McZ8fOkUz8NW1qr0aitqnU8yKE56uTAu.jpeg,110.34615585960738,116.27486020226056,170.31039714455682
datasets/gan/images/64Kq7MhOTXjCAppDd5xwhtebra0tQWXB.jpeg,109.71261201665675,88.66331469363475,194.9634503271862
datasets/gan/images/QVxqNOq86K9efkpRiYsv6AMrPH9ScdVH.jpeg,116.00173801308745,73.9001518143962,186.7706527067222
datasets/gan/images/tscfnUH0eqxyDewsSA79VsfsAVjuuynS.jpeg,115.51523140987507,99.02318334324806,161.66720951814395
datasets/gan/images/qozigyVp7RMQ90uwtWFhVlLjiX3M6wIh.jpeg,121.67609565734682,76.91248923259964,199.7111995240928
datasets/gan/images/6JQOPAoTndfkzXU2b8EAdvvDlYzgpKRb.jpeg,111.00552623438429,102.50248375966686,222.23673718024986
datasets/gan/images/RrqiwFGUKiSfQidlSjUqExKULrRsOQOZ.jpeg,111.20219583581202,72.48926781677572,198.37570779298036
datasets/gan/images/0v5FmlafZbQ3KUrCBSJiQpG4XdHbLYho.jpeg,110.50659274241522,96.428598215348,192.96003997620463
datasets/gan/images/hV0uhM1LKLsOotU0KP7M7iKJw3ELKKCm.jpeg,112.59898060678168,101.61313884592505,115.07889113622844
datasets/gan/images/Oalswja0lOIoazoEJ30hqxY6O4gq7Yy6.jpeg,115.94802141582392,75.71233313503866,172.4619716835217
datasets/gan/images/Woxp6nWC4LUNDrJq6FaReHGbf36hIutC.jpeg,111.95530565139798,121.67731683521713,211.33590196311718
datasets/gan/images/lRUfxnuU9R0fvAgWo4XTBVOiBZwUENJx.jpeg,112.19264533016062,74.47516383105294,192.49716977989291
datasets/gan/images/asp1XFmUQFQzelX4Xejds9JfXmGNQSix.jpeg,113.74078477096965,93.8335762046401,168.92654753123142
datasets/gan/images/EmLpLnbx8PTfrBFOnFVRUkwFd7Q80vyY.jpeg,106.27164402141582,105.52126400951815,138.66518786436646
datasets/gan/images/bNiDvnjEQsO9QiXIfvnRtGpdrHQYrtoC.jpeg,112.03750434265318,89.86341748958954,211.45161403926235
datasets/gan/images/ygaJW8gwSoUlYxdib17VXjPVfKoUsvfH.jpeg,114.20485330160619,94.77923331350387,195.54853444378347
datasets/gan/images/QMQHwEP2wSiQZB3TJRNE2AHXwMDcaqVx.jpeg,112.3914003569304,88.38357073170732,190.5689299226651
datasets/gan/images/CvKMDV2KZQXeSkJF0pGCXIGOzPKWhcCd.jpeg,111.78301011302796,104.50192694824509,171.1554703152885
datasets/gan/images/xnXNVzf4P0w8TUVmaXBHinvM2jMTozSm.jpeg,109.99671052944676,130.52925829863176,164.5891978584176
datasets/gan/images/ub0wwLvlj97tzpBRpejr6jFxAz9jdlbD.jpeg,110.59445948839976,129.99981534800713,168.8341758477097
datasets/gan/images/jue8glrM5MotVH7IPOOBCINhf4XX3Vlw.jpeg,116.36281927424152,57.72261273051755,139.34675645449138
